# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 20 K
"mfp (nm)" "cumulative kappa xx (W/mK)" "cumulative kappa yy (W/mK)" "cumulative kappa zz (W/mK)"
0.00892 0.00000 0.00000 0.00000
0.00894 0.00000 0.00000 0.00000
0.00896 0.00000 0.00000 0.00000
0.00899 0.00000 0.00000 0.00000
0.00901 0.00000 0.00000 0.00000
0.00903 0.00000 0.00000 0.00000
0.00905 0.00000 0.00000 0.00000
0.00907 0.00000 0.00000 0.00000
0.00909 0.00000 0.00000 0.00000
0.00912 0.00000 0.00000 0.00000
0.00914 0.00000 0.00000 0.00000
0.00916 0.00000 0.00000 0.00000
0.00918 0.00000 0.00000 0.00000
0.00920 0.00000 0.00000 0.00000
0.00923 0.00000 0.00000 0.00000
0.00925 0.00000 0.00000 0.00000
0.00927 0.00000 0.00000 0.00000
0.00929 0.00000 0.00000 0.00000
0.00932 0.00000 0.00000 0.00000
0.00934 0.00000 0.00000 0.00000
0.00936 0.00000 0.00000 0.00000
0.00938 0.00000 0.00000 0.00000
0.00941 0.00000 0.00000 0.00000
0.00943 0.00000 0.00000 0.00000
0.00945 0.00000 0.00000 0.00000
0.00947 0.00000 0.00000 0.00000
0.00950 0.00000 0.00000 0.00000
0.00952 0.00000 0.00000 0.00000
0.00954 0.00000 0.00000 0.00000
0.00957 0.00000 0.00000 0.00000
0.00959 0.00000 0.00000 0.00000
0.00961 0.00000 0.00000 0.00000
0.00964 0.00000 0.00000 0.00000
0.00966 0.00000 0.00000 0.00000
0.00968 0.00000 0.00000 0.00000
0.00971 0.00000 0.00000 0.00000
0.00973 0.00000 0.00000 0.00000
0.00975 0.00000 0.00000 0.00000
0.00978 0.00000 0.00000 0.00000
0.00980 0.00000 0.00000 0.00000
0.00982 0.00000 0.00000 0.00000
0.00985 0.00000 0.00000 0.00000
0.00987 0.00000 0.00000 0.00000
0.00989 0.00000 0.00000 0.00000
0.00992 0.00000 0.00000 0.00000
0.00994 0.00000 0.00000 0.00000
0.00997 0.00000 0.00000 0.00000
0.00999 0.00000 0.00000 0.00000
0.01001 0.00000 0.00000 0.00000
0.01004 0.00000 0.00000 0.00000
0.01006 0.00000 0.00000 0.00000
0.01009 0.00000 0.00000 0.00000
0.01011 0.00000 0.00000 0.00000
0.01014 0.00000 0.00000 0.00000
0.01016 0.00000 0.00000 0.00000
0.01018 0.00000 0.00000 0.00000
0.01021 0.00000 0.00000 0.00000
0.01023 0.00000 0.00000 0.00000
0.01026 0.00000 0.00000 0.00000
0.01028 0.00000 0.00000 0.00000
0.01031 0.00000 0.00000 0.00000
0.01033 0.00000 0.00000 0.00000
0.01036 0.00000 0.00000 0.00000
0.01038 0.00000 0.00000 0.00000
0.01041 0.00000 0.00000 0.00000
0.01043 0.00000 0.00000 0.00000
0.01046 0.00000 0.00000 0.00000
0.01048 0.00000 0.00000 0.00000
0.01051 0.00000 0.00000 0.00000
0.01053 0.00000 0.00000 0.00000
0.01056 0.00000 0.00000 0.00000
0.01059 0.00000 0.00000 0.00000
0.01061 0.00000 0.00000 0.00000
0.01064 0.00000 0.00000 0.00000
0.01066 0.00000 0.00000 0.00000
0.01069 0.00000 0.00000 0.00000
0.01071 0.00000 0.00000 0.00000
0.01074 0.00000 0.00000 0.00000
0.01077 0.00000 0.00000 0.00000
0.01079 0.00000 0.00000 0.00000
0.01082 0.00000 0.00000 0.00000
0.01084 0.00000 0.00000 0.00000
0.01087 0.00000 0.00000 0.00000
0.01090 0.00000 0.00000 0.00000
0.01092 0.00000 0.00000 0.00000
0.01095 0.00000 0.00000 0.00000
0.01097 0.00000 0.00000 0.00000
0.01100 0.00000 0.00000 0.00000
0.01103 0.00000 0.00000 0.00000
0.01105 0.00000 0.00000 0.00000
0.01108 0.00000 0.00000 0.00000
0.01111 0.00000 0.00000 0.00000
0.01113 0.00000 0.00000 0.00000
0.01116 0.00000 0.00000 0.00000
0.01119 0.00000 0.00000 0.00000
0.01122 0.00000 0.00000 0.00000
0.01124 0.00000 0.00000 0.00000
0.01127 0.00000 0.00000 0.00000
0.01130 0.00000 0.00000 0.00000
0.01132 0.00000 0.00000 0.00000
0.01135 0.00000 0.00000 0.00000
0.01138 0.00000 0.00000 0.00000
0.01141 0.00000 0.00000 0.00000
0.01143 0.00000 0.00000 0.00000
0.01146 0.00000 0.00000 0.00000
0.01149 0.00000 0.00000 0.00000
0.01152 0.00000 0.00000 0.00000
0.01154 0.00000 0.00000 0.00000
0.01157 0.00000 0.00000 0.00000
0.01160 0.00000 0.00000 0.00000
0.01163 0.00000 0.00000 0.00000
0.01166 0.00000 0.00000 0.00000
0.01168 0.00000 0.00000 0.00000
0.01171 0.00000 0.00000 0.00000
0.01174 0.00000 0.00000 0.00000
0.01177 0.00000 0.00000 0.00000
0.01180 0.00000 0.00000 0.00000
0.01183 0.00000 0.00000 0.00000
0.01185 0.00000 0.00000 0.00000
0.01188 0.00000 0.00000 0.00000
0.01191 0.00000 0.00000 0.00000
0.01194 0.00000 0.00000 0.00000
0.01197 0.00000 0.00000 0.00000
0.01200 0.00000 0.00000 0.00000
0.01203 0.00000 0.00000 0.00000
0.01206 0.00000 0.00000 0.00000
0.01208 0.00000 0.00000 0.00000
0.01211 0.00000 0.00000 0.00000
0.01214 0.00000 0.00000 0.00000
0.01217 0.00000 0.00000 0.00000
0.01220 0.00000 0.00000 0.00000
0.01223 0.00000 0.00000 0.00000
0.01226 0.00000 0.00000 0.00000
0.01229 0.00000 0.00000 0.00000
0.01232 0.00000 0.00000 0.00000
0.01235 0.00000 0.00000 0.00000
0.01238 0.00000 0.00000 0.00000
0.01241 0.00000 0.00000 0.00000
0.01244 0.00000 0.00000 0.00000
0.01247 0.00000 0.00000 0.00000
0.01250 0.00000 0.00000 0.00000
0.01253 0.00000 0.00000 0.00000
0.01256 0.00000 0.00000 0.00000
0.01259 0.00000 0.00000 0.00000
0.01262 0.00000 0.00000 0.00000
0.01265 0.00000 0.00000 0.00000
0.01268 0.00000 0.00000 0.00000
0.01271 0.00000 0.00000 0.00000
0.01274 0.00000 0.00000 0.00000
0.01277 0.00000 0.00000 0.00000
0.01280 0.00000 0.00000 0.00000
0.01284 0.00000 0.00000 0.00000
0.01287 0.00000 0.00000 0.00000
0.01290 0.00000 0.00000 0.00000
0.01293 0.00000 0.00000 0.00000
0.01296 0.00000 0.00000 0.00000
0.01299 0.00000 0.00000 0.00000
0.01302 0.00000 0.00000 0.00000
0.01305 0.00000 0.00000 0.00000
0.01308 0.00000 0.00000 0.00000
0.01312 0.00000 0.00000 0.00000
0.01315 0.00000 0.00000 0.00000
0.01318 0.00000 0.00000 0.00000
0.01321 0.00000 0.00000 0.00000
0.01324 0.00000 0.00000 0.00000
0.01328 0.00000 0.00000 0.00000
0.01331 0.00000 0.00000 0.00000
0.01334 0.00000 0.00000 0.00000
0.01337 0.00000 0.00000 0.00000
0.01340 0.00000 0.00000 0.00000
0.01344 0.00000 0.00000 0.00000
0.01347 0.00000 0.00000 0.00000
0.01350 0.00000 0.00000 0.00000
0.01353 0.00000 0.00000 0.00000
0.01357 0.00000 0.00000 0.00000
0.01360 0.00000 0.00000 0.00000
0.01363 0.00000 0.00000 0.00000
0.01366 0.00000 0.00000 0.00000
0.01370 0.00000 0.00000 0.00000
0.01373 0.00000 0.00000 0.00000
0.01376 0.00000 0.00000 0.00000
0.01380 0.00000 0.00000 0.00000
0.01383 0.00000 0.00000 0.00000
0.01386 0.00000 0.00000 0.00000
0.01390 0.00000 0.00000 0.00000
0.01393 0.00000 0.00000 0.00000
0.01396 0.00000 0.00000 0.00000
0.01400 0.00000 0.00000 0.00000
0.01403 0.00000 0.00000 0.00000
0.01407 0.00000 0.00000 0.00000
0.01410 0.00000 0.00000 0.00000
0.01413 0.00000 0.00000 0.00000
0.01417 0.00000 0.00000 0.00000
0.01420 0.00000 0.00000 0.00000
0.01424 0.00000 0.00000 0.00000
0.01427 0.00000 0.00000 0.00000
0.01430 0.00000 0.00000 0.00000
0.01434 0.00000 0.00000 0.00000
0.01437 0.00000 0.00000 0.00000
0.01441 0.00000 0.00000 0.00000
0.01444 0.00000 0.00000 0.00000
0.01448 0.00000 0.00000 0.00000
0.01451 0.00000 0.00000 0.00000
0.01455 0.00000 0.00000 0.00000
0.01458 0.00000 0.00000 0.00000
0.01462 0.00000 0.00000 0.00000
0.01465 0.00000 0.00000 0.00000
0.01469 0.00000 0.00000 0.00000
0.01472 0.00000 0.00000 0.00000
0.01476 0.00000 0.00000 0.00000
0.01480 0.00000 0.00000 0.00000
0.01483 0.00000 0.00000 0.00000
0.01487 0.00000 0.00000 0.00000
0.01490 0.00000 0.00000 0.00000
0.01494 0.00000 0.00000 0.00000
0.01497 0.00000 0.00000 0.00000
0.01501 0.00000 0.00000 0.00000
0.01505 0.00000 0.00000 0.00000
0.01508 0.00000 0.00000 0.00000
0.01512 0.00000 0.00000 0.00000
0.01516 0.00000 0.00000 0.00000
0.01519 0.00000 0.00000 0.00000
0.01523 0.00000 0.00000 0.00000
0.01527 0.00000 0.00000 0.00000
0.01530 0.00000 0.00000 0.00000
0.01534 0.00000 0.00000 0.00000
0.01538 0.00000 0.00000 0.00000
0.01541 0.00000 0.00000 0.00000
0.01545 0.00000 0.00000 0.00000
0.01549 0.00000 0.00000 0.00000
0.01553 0.00000 0.00000 0.00000
0.01556 0.00000 0.00000 0.00000
0.01560 0.00000 0.00000 0.00000
0.01564 0.00000 0.00000 0.00000
0.01568 0.00000 0.00000 0.00000
0.01571 0.00000 0.00000 0.00000
0.01575 0.00000 0.00000 0.00000
0.01579 0.00000 0.00000 0.00000
0.01583 0.00000 0.00000 0.00000
0.01587 0.00000 0.00000 0.00000
0.01590 0.00000 0.00000 0.00000
0.01594 0.00000 0.00000 0.00000
0.01598 0.00000 0.00000 0.00000
0.01602 0.00000 0.00000 0.00000
0.01606 0.00000 0.00000 0.00000
0.01610 0.00000 0.00000 0.00000
0.01614 0.00000 0.00000 0.00000
0.01617 0.00000 0.00000 0.00000
0.01621 0.00000 0.00000 0.00000
0.01625 0.00000 0.00000 0.00000
0.01629 0.00000 0.00000 0.00000
0.01633 0.00000 0.00000 0.00000
0.01637 0.00000 0.00000 0.00000
0.01641 0.00000 0.00000 0.00000
0.01645 0.00000 0.00000 0.00000
0.01649 0.00000 0.00000 0.00000
0.01653 0.00000 0.00000 0.00000
0.01657 0.00000 0.00000 0.00000
0.01661 0.00000 0.00000 0.00000
0.01665 0.00000 0.00000 0.00000
0.01669 0.00000 0.00000 0.00000
0.01673 0.00000 0.00000 0.00000
0.01677 0.00000 0.00000 0.00000
0.01681 0.00000 0.00000 0.00000
0.01685 0.00000 0.00000 0.00000
0.01689 0.00000 0.00000 0.00000
0.01693 0.00000 0.00000 0.00000
0.01697 0.00000 0.00000 0.00000
0.01701 0.00000 0.00000 0.00000
0.01706 0.00000 0.00000 0.00000
0.01710 0.00000 0.00000 0.00000
0.01714 0.00000 0.00000 0.00000
0.01718 0.00000 0.00000 0.00000
0.01722 0.00000 0.00000 0.00000
0.01726 0.00000 0.00000 0.00000
0.01730 0.00000 0.00000 0.00000
0.01735 0.00000 0.00000 0.00000
0.01739 0.00000 0.00000 0.00000
0.01743 0.00000 0.00000 0.00000
0.01747 0.00000 0.00000 0.00000
0.01751 0.00000 0.00000 0.00000
0.01756 0.00000 0.00000 0.00000
0.01760 0.00000 0.00000 0.00000
0.01764 0.00000 0.00000 0.00000
0.01768 0.00000 0.00000 0.00000
0.01773 0.00000 0.00000 0.00000
0.01777 0.00000 0.00000 0.00000
0.01781 0.00000 0.00000 0.00000
0.01785 0.00000 0.00000 0.00000
0.01790 0.00000 0.00000 0.00000
0.01794 0.00000 0.00000 0.00000
0.01798 0.00000 0.00000 0.00000
0.01803 0.00000 0.00000 0.00000
0.01807 0.00000 0.00000 0.00000
0.01811 0.00000 0.00000 0.00000
0.01816 0.00000 0.00000 0.00000
0.01820 0.00000 0.00000 0.00000
0.01825 0.00000 0.00000 0.00000
0.01829 0.00000 0.00000 0.00000
0.01833 0.00000 0.00000 0.00000
0.01838 0.00000 0.00000 0.00000
0.01842 0.00000 0.00000 0.00000
0.01847 0.00000 0.00000 0.00000
0.01851 0.00000 0.00000 0.00000
0.01856 0.00000 0.00000 0.00000
0.01860 0.00000 0.00000 0.00000
0.01865 0.00000 0.00000 0.00000
0.01869 0.00000 0.00000 0.00000
0.01874 0.00000 0.00000 0.00000
0.01878 0.00000 0.00000 0.00000
0.01883 0.00000 0.00000 0.00000
0.01887 0.00000 0.00000 0.00000
0.01892 0.00000 0.00000 0.00000
0.01896 0.00000 0.00000 0.00000
0.01901 0.00000 0.00000 0.00000
0.01905 0.00000 0.00000 0.00000
0.01910 0.00000 0.00000 0.00000
0.01915 0.00000 0.00000 0.00000
0.01919 0.00000 0.00000 0.00000
0.01924 0.00000 0.00000 0.00000
0.01929 0.00000 0.00000 0.00000
0.01933 0.00000 0.00000 0.00000
0.01938 0.00000 0.00000 0.00000
0.01943 0.00000 0.00000 0.00000
0.01947 0.00000 0.00000 0.00000
0.01952 0.00000 0.00000 0.00000
0.01957 0.00000 0.00000 0.00000
0.01961 0.00000 0.00000 0.00000
0.01966 0.00000 0.00000 0.00000
0.01971 0.00000 0.00000 0.00000
0.01976 0.00000 0.00000 0.00000
0.01980 0.00000 0.00000 0.00000
0.01985 0.00000 0.00000 0.00000
0.01990 0.00000 0.00000 0.00000
0.01995 0.00000 0.00000 0.00000
0.01999 0.00000 0.00000 0.00000
0.02004 0.00000 0.00000 0.00000
0.02009 0.00000 0.00000 0.00000
0.02014 0.00000 0.00000 0.00000
0.02019 0.00000 0.00000 0.00000
0.02024 0.00000 0.00000 0.00000
0.02029 0.00000 0.00000 0.00000
0.02033 0.00000 0.00000 0.00000
0.02038 0.00000 0.00000 0.00000
0.02043 0.00000 0.00000 0.00000
0.02048 0.00000 0.00000 0.00000
0.02053 0.00000 0.00000 0.00000
0.02058 0.00000 0.00000 0.00000
0.02063 0.00000 0.00000 0.00000
0.02068 0.00000 0.00000 0.00000
0.02073 0.00000 0.00000 0.00000
0.02078 0.00000 0.00000 0.00000
0.02083 0.00000 0.00000 0.00000
0.02088 0.00000 0.00000 0.00000
0.02093 0.00000 0.00000 0.00000
0.02098 0.00000 0.00000 0.00000
0.02103 0.00000 0.00000 0.00000
0.02108 0.00000 0.00000 0.00000
0.02113 0.00000 0.00000 0.00000
0.02119 0.00000 0.00000 0.00000
0.02124 0.00000 0.00000 0.00000
0.02129 0.00000 0.00000 0.00000
0.02134 0.00000 0.00000 0.00000
0.02139 0.00000 0.00000 0.00000
0.02144 0.00000 0.00000 0.00000
0.02149 0.00000 0.00000 0.00000
0.02155 0.00000 0.00000 0.00000
0.02160 0.00000 0.00000 0.00000
0.02165 0.00000 0.00000 0.00000
0.02170 0.00000 0.00000 0.00000
0.02175 0.00000 0.00000 0.00000
0.02181 0.00000 0.00000 0.00000
0.02186 0.00000 0.00000 0.00000
0.02191 0.00000 0.00000 0.00000
0.02196 0.00000 0.00000 0.00000
0.02202 0.00000 0.00000 0.00000
0.02207 0.00000 0.00000 0.00000
0.02212 0.00000 0.00000 0.00000
0.02218 0.00000 0.00000 0.00000
0.02223 0.00000 0.00000 0.00000
0.02228 0.00000 0.00000 0.00000
0.02234 0.00000 0.00000 0.00000
0.02239 0.00000 0.00000 0.00000
0.02245 0.00000 0.00000 0.00000
0.02250 0.00000 0.00000 0.00000
0.02255 0.00000 0.00000 0.00000
0.02261 0.00000 0.00000 0.00000
0.02266 0.00000 0.00000 0.00000
0.02272 0.00000 0.00000 0.00000
0.02277 0.00000 0.00000 0.00000
0.02283 0.00000 0.00000 0.00000
0.02288 0.00000 0.00000 0.00000
0.02294 0.00000 0.00000 0.00000
0.02299 0.00000 0.00000 0.00000
0.02305 0.00000 0.00000 0.00000
0.02310 0.00000 0.00000 0.00000
0.02316 0.00000 0.00000 0.00000
0.02322 0.00000 0.00000 0.00000
0.02327 0.00000 0.00000 0.00000
0.02333 0.00000 0.00000 0.00000
0.02338 0.00000 0.00000 0.00000
0.02344 0.00000 0.00000 0.00000
0.02350 0.00000 0.00000 0.00000
0.02355 0.00000 0.00000 0.00000
0.02361 0.00000 0.00000 0.00000
0.02367 0.00000 0.00000 0.00000
0.02372 0.00000 0.00000 0.00000
0.02378 0.00000 0.00000 0.00000
0.02384 0.00000 0.00000 0.00000
0.02390 0.00000 0.00000 0.00000
0.02395 0.00000 0.00000 0.00000
0.02401 0.00000 0.00000 0.00000
0.02407 0.00000 0.00000 0.00000
0.02413 0.00000 0.00000 0.00000
0.02419 0.00000 0.00000 0.00000
0.02425 0.00000 0.00000 0.00000
0.02430 0.00000 0.00000 0.00000
0.02436 0.00000 0.00000 0.00000
0.02442 0.00000 0.00000 0.00000
0.02448 0.00000 0.00000 0.00000
0.02454 0.00000 0.00000 0.00000
0.02460 0.00000 0.00000 0.00000
0.02466 0.00000 0.00000 0.00000
0.02472 0.00000 0.00000 0.00000
0.02478 0.00000 0.00000 0.00000
0.02484 0.00000 0.00000 0.00000
0.02490 0.00000 0.00000 0.00000
0.02496 0.00000 0.00000 0.00000
0.02502 0.00000 0.00000 0.00000
0.02508 0.00000 0.00000 0.00000
0.02514 0.00000 0.00000 0.00000
0.02520 0.00000 0.00000 0.00000
0.02526 0.00000 0.00000 0.00000
0.02532 0.00000 0.00000 0.00000
0.02538 0.00000 0.00000 0.00000
0.02544 0.00000 0.00000 0.00000
0.02550 0.00000 0.00000 0.00000
0.02556 0.00000 0.00000 0.00000
0.02563 0.00000 0.00000 0.00000
0.02569 0.00000 0.00000 0.00000
0.02575 0.00000 0.00000 0.00000
0.02581 0.00000 0.00000 0.00000
0.02587 0.00000 0.00000 0.00000
0.02594 0.00000 0.00000 0.00000
0.02600 0.00000 0.00000 0.00000
0.02606 0.00000 0.00000 0.00000
0.02613 0.00000 0.00000 0.00000
0.02619 0.00000 0.00000 0.00000
0.02625 0.00000 0.00000 0.00000
0.02631 0.00000 0.00000 0.00000
0.02638 0.00000 0.00000 0.00000
0.02644 0.00000 0.00000 0.00000
0.02651 0.00000 0.00000 0.00000
0.02657 0.00000 0.00000 0.00000
0.02663 0.00000 0.00000 0.00000
0.02670 0.00000 0.00000 0.00000
0.02676 0.00000 0.00000 0.00000
0.02683 0.00000 0.00000 0.00000
0.02689 0.00000 0.00000 0.00000
0.02696 0.00000 0.00000 0.00000
0.02702 0.00000 0.00000 0.00000
0.02709 0.00000 0.00000 0.00000
0.02715 0.00000 0.00000 0.00000
0.02722 0.00000 0.00000 0.00000
0.02728 0.00000 0.00000 0.00000
0.02735 0.00000 0.00000 0.00000
0.02741 0.00000 0.00000 0.00000
0.02748 0.00000 0.00000 0.00000
0.02755 0.00000 0.00000 0.00000
0.02761 0.00000 0.00000 0.00000
0.02768 0.00000 0.00000 0.00000
0.02775 0.00000 0.00000 0.00000
0.02781 0.00000 0.00000 0.00000
0.02788 0.00000 0.00000 0.00000
0.02795 0.00000 0.00000 0.00000
0.02802 0.00000 0.00000 0.00000
0.02808 0.00000 0.00000 0.00000
0.02815 0.00000 0.00000 0.00000
0.02822 0.00000 0.00000 0.00000
0.02829 0.00000 0.00000 0.00000
0.02836 0.00000 0.00000 0.00000
0.02842 0.00000 0.00000 0.00000
0.02849 0.00000 0.00000 0.00000
0.02856 0.00000 0.00000 0.00000
0.02863 0.00000 0.00000 0.00000
0.02870 0.00000 0.00000 0.00000
0.02877 0.00000 0.00000 0.00000
0.02884 0.00000 0.00000 0.00000
0.02891 0.00000 0.00000 0.00000
0.02898 0.00000 0.00000 0.00000
0.02905 0.00000 0.00000 0.00000
0.02912 0.00000 0.00000 0.00000
0.02919 0.00000 0.00000 0.00000
0.02926 0.00000 0.00000 0.00000
0.02933 0.00000 0.00000 0.00000
0.02940 0.00000 0.00000 0.00000
0.02947 0.00000 0.00000 0.00000
0.02954 0.00000 0.00000 0.00000
0.02961 0.00000 0.00000 0.00000
0.02968 0.00000 0.00000 0.00000
0.02976 0.00000 0.00000 0.00000
0.02983 0.00000 0.00000 0.00000
0.02990 0.00000 0.00000 0.00000
0.02997 0.00000 0.00000 0.00000
0.03004 0.00000 0.00000 0.00000
0.03012 0.00000 0.00000 0.00000
0.03019 0.00000 0.00000 0.00000
0.03026 0.00000 0.00000 0.00000
0.03033 0.00000 0.00000 0.00000
0.03041 0.00000 0.00000 0.00000
0.03048 0.00000 0.00000 0.00000
0.03055 0.00000 0.00000 0.00000
0.03063 0.00000 0.00000 0.00000
0.03070 0.00000 0.00000 0.00000
0.03078 0.00000 0.00000 0.00000
0.03085 0.00000 0.00000 0.00000
0.03092 0.00000 0.00000 0.00000
0.03100 0.00000 0.00000 0.00000
0.03107 0.00000 0.00000 0.00000
0.03115 0.00000 0.00000 0.00000
0.03122 0.00000 0.00000 0.00000
0.03130 0.00000 0.00000 0.00000
0.03137 0.00000 0.00000 0.00000
0.03145 0.00000 0.00000 0.00000
0.03153 0.00000 0.00000 0.00000
0.03160 0.00000 0.00000 0.00000
0.03168 0.00000 0.00000 0.00000
0.03175 0.00000 0.00000 0.00000
0.03183 0.00000 0.00000 0.00000
0.03191 0.00000 0.00000 0.00000
0.03199 0.00000 0.00000 0.00000
0.03206 0.00000 0.00000 0.00000
0.03214 0.00000 0.00000 0.00000
0.03222 0.00000 0.00000 0.00000
0.03229 0.00000 0.00000 0.00000
0.03237 0.00000 0.00000 0.00000
0.03245 0.00000 0.00000 0.00000
0.03253 0.00000 0.00000 0.00000
0.03261 0.00000 0.00000 0.00000
0.03269 0.00000 0.00000 0.00000
0.03277 0.00000 0.00000 0.00000
0.03284 0.00000 0.00000 0.00000
0.03292 0.00000 0.00000 0.00000
0.03300 0.00000 0.00000 0.00000
0.03308 0.00000 0.00000 0.00000
0.03316 0.00000 0.00000 0.00000
0.03324 0.00000 0.00000 0.00000
0.03332 0.00000 0.00000 0.00000
0.03340 0.00000 0.00000 0.00000
0.03348 0.00000 0.00000 0.00000
0.03356 0.00000 0.00000 0.00000
0.03365 0.00000 0.00000 0.00000
0.03373 0.00000 0.00000 0.00000
0.03381 0.00000 0.00000 0.00000
0.03389 0.00000 0.00000 0.00000
0.03397 0.00000 0.00000 0.00000
0.03405 0.00000 0.00000 0.00000
0.03413 0.00000 0.00000 0.00000
0.03422 0.00000 0.00000 0.00000
0.03430 0.00000 0.00000 0.00000
0.03438 0.00000 0.00000 0.00000
0.03447 0.00000 0.00000 0.00000
0.03455 0.00000 0.00000 0.00000
0.03463 0.00000 0.00000 0.00000
0.03472 0.00000 0.00000 0.00000
0.03480 0.00000 0.00000 0.00000
0.03488 0.00000 0.00000 0.00000
0.03497 0.00000 0.00000 0.00000
0.03505 0.00000 0.00000 0.00000
0.03514 0.00000 0.00000 0.00000
0.03522 0.00000 0.00000 0.00000
0.03531 0.00000 0.00000 0.00000
0.03539 0.00000 0.00000 0.00000
0.03548 0.00000 0.00000 0.00000
0.03556 0.00000 0.00000 0.00000
0.03565 0.00000 0.00000 0.00000
0.03573 0.00000 0.00000 0.00000
0.03582 0.00000 0.00000 0.00000
0.03591 0.00000 0.00000 0.00000
0.03599 0.00000 0.00000 0.00000
0.03608 0.00000 0.00000 0.00000
0.03617 0.00000 0.00000 0.00000
0.03625 0.00000 0.00000 0.00000
0.03634 0.00000 0.00000 0.00000
0.03643 0.00000 0.00000 0.00000
0.03652 0.00000 0.00000 0.00000
0.03661 0.00000 0.00000 0.00000
0.03669 0.00000 0.00000 0.00000
0.03678 0.00000 0.00000 0.00000
0.03687 0.00000 0.00000 0.00000
0.03696 0.00000 0.00000 0.00000
0.03705 0.00000 0.00000 0.00000
0.03714 0.00000 0.00000 0.00000
0.03723 0.00000 0.00000 0.00000
0.03732 0.00000 0.00000 0.00000
0.03741 0.00000 0.00000 0.00000
0.03750 0.00000 0.00000 0.00000
0.03759 0.00000 0.00000 0.00000
0.03768 0.00000 0.00000 0.00000
0.03777 0.00000 0.00000 0.00000
0.03786 0.00000 0.00000 0.00000
0.03795 0.00000 0.00000 0.00000
0.03804 0.00000 0.00000 0.00000
0.03814 0.00000 0.00000 0.00000
0.03823 0.00000 0.00000 0.00000
0.03832 0.00000 0.00000 0.00000
0.03841 0.00000 0.00000 0.00000
0.03850 0.00000 0.00000 0.00000
0.03860 0.00000 0.00000 0.00000
0.03869 0.00000 0.00000 0.00000
