# k j freq[thz] 1/tau_3ph[tHz] 1/tau_iso[thz]
3.39000000e+02 1.00000000e+00 1.23663900e+00 1.10434394e-01 7.40581270e-04
3.39000000e+02 2.00000000e+00 1.65427024e+00 2.39441813e-01 2.85966310e-03
3.39000000e+02 3.00000000e+00 1.81838538e+00 2.15218533e-01 5.55053824e-03
3.39000000e+02 4.00000000e+00 2.10991811e+00 2.27804444e-01 3.76065866e-03
3.39000000e+02 5.00000000e+00 2.25944237e+00 1.65070163e-01 6.32530455e-03
3.39000000e+02 6.00000000e+00 2.69825391e+00 6.12392372e-01 1.34177060e-03
3.40000000e+02 1.00000000e+00 1.13793848e+00 8.78294703e-02 5.76916177e-04
3.40000000e+02 2.00000000e+00 1.57620141e+00 2.75134197e-01 1.87104423e-03
3.40000000e+02 3.00000000e+00 1.86845664e+00 1.83642925e-01 3.39777349e-03
3.40000000e+02 4.00000000e+00 2.00567144e+00 1.72091566e-01 2.43916402e-03
3.40000000e+02 5.00000000e+00 2.29685641e+00 1.54206760e-01 8.94879861e-03
3.40000000e+02 6.00000000e+00 2.77968042e+00 7.28284380e-01 1.24325037e-03
3.41000000e+02 1.00000000e+00 1.04056904e+00 6.13256145e-02 4.43578750e-04
3.41000000e+02 2.00000000e+00 1.48379952e+00 2.88953036e-01 1.07437113e-03
3.41000000e+02 3.00000000e+00 1.89359720e+00 1.30577794e-01 2.69991842e-03
3.41000000e+02 4.00000000e+00 1.92653234e+00 1.69021702e-01 2.88407949e-03
3.41000000e+02 5.00000000e+00 2.31883416e+00 1.57333140e-01 9.12517600e-03
3.41000000e+02 6.00000000e+00 2.86183242e+00 8.74806449e-01 1.17245735e-03
3.42000000e+02 1.00000000e+00 9.47819389e-01 3.66681823e-02 2.62985405e-04
3.42000000e+02 2.00000000e+00 1.38539279e+00 2.98665265e-01 1.04641244e-03
3.42000000e+02 3.00000000e+00 1.78372043e+00 1.10221501e-01 1.44858078e-03
3.42000000e+02 4.00000000e+00 1.97586012e+00 1.62164967e-01 2.51999050e-03
3.42000000e+02 5.00000000e+00 2.32759408e+00 1.47064230e-01 8.98923986e-03
3.42000000e+02 6.00000000e+00 2.94244949e+00 1.08392859e+00 1.11024276e-03
3.43000000e+02 1.00000000e+00 8.63991550e-01 2.72283698e-02 1.54186433e-04
3.43000000e+02 2.00000000e+00 1.28382926e+00 3.24333090e-01 8.24692731e-04
3.43000000e+02 3.00000000e+00 1.66981746e+00 9.66071567e-02 2.24712225e-03
3.43000000e+02 4.00000000e+00 2.02213901e+00 1.55832175e-01 2.61679970e-03
3.43000000e+02 5.00000000e+00 2.32521673e+00 1.43602852e-01 9.11320309e-03
3.43000000e+02 6.00000000e+00 3.01989475e+00 1.40081527e+00 1.04864378e-03
3.44000000e+02 1.00000000e+00 6.97532042e-01 3.52008561e-02 5.54750708e-05
3.44000000e+02 2.00000000e+00 7.29918572e-01 6.39508857e-02 6.75515902e-05
3.44000000e+02 3.00000000e+00 1.72803706e+00 8.60733345e-02 8.82431121e-04
3.44000000e+02 4.00000000e+00 2.28448399e+00 1.56436502e-01 8.48148464e-03
3.44000000e+02 5.00000000e+00 2.31284731e+00 1.52837660e-01 9.18804982e-03
3.44000000e+02 6.00000000e+00 2.86401191e+00 7.28422310e-01 1.18516106e-03
3.45000000e+02 1.00000000e+00 7.56941823e-01 5.12360702e-02 8.07186072e-05
3.45000000e+02 2.00000000e+00 8.20488733e-01 9.05526428e-02 1.17408903e-04
3.45000000e+02 3.00000000e+00 1.81748600e+00 8.96217960e-02 3.79773240e-03
3.45000000e+02 4.00000000e+00 2.25150987e+00 1.53726247e-01 6.06717169e-03
3.45000000e+02 5.00000000e+00 2.31312012e+00 1.48905027e-01 9.04191558e-03
3.45000000e+02 6.00000000e+00 2.80873026e+00 6.29037635e-01 1.23697533e-03
3.46000000e+02 1.00000000e+00 8.30181008e-01 8.62559732e-02 1.24428788e-04
3.46000000e+02 2.00000000e+00 9.30977075e-01 1.15701370e-01 2.27755434e-04
3.46000000e+02 3.00000000e+00 1.90310060e+00 9.98392588e-02 2.63928732e-03
3.46000000e+02 4.00000000e+00 2.20228402e+00 1.57070941e-01 5.03645506e-03
3.46000000e+02 5.00000000e+00 2.30580520e+00 1.51065389e-01 9.28995880e-03
3.46000000e+02 6.00000000e+00 2.76550026e+00 5.39942226e-01 1.27117426e-03
3.47000000e+02 1.00000000e+00 9.11748416e-01 1.34784695e-01 2.02501536e-04
3.47000000e+02 2.00000000e+00 1.05572952e+00 1.39432093e-01 4.61699548e-04
3.47000000e+02 3.00000000e+00 1.98340888e+00 1.11163358e-01 2.33165287e-03
3.47000000e+02 4.00000000e+00 2.14150419e+00 1.65954170e-01 4.21978172e-03
3.47000000e+02 5.00000000e+00 2.29138820e+00 1.69562799e-01 8.72368928e-03
3.47000000e+02 6.00000000e+00 2.72935433e+00 5.34647854e-01 1.31239900e-03
3.48000000e+02 1.00000000e+00 9.97866666e-01 1.72398634e-01 3.88140296e-04
3.48000000e+02 2.00000000e+00 1.18939778e+00 1.49541655e-01 6.58336460e-04
3.48000000e+02 3.00000000e+00 2.03777017e+00 1.37390946e-01 2.28595346e-03
3.48000000e+02 4.00000000e+00 2.09330963e+00 1.60660120e-01 4.31636230e-03
3.48000000e+02 5.00000000e+00 2.26989611e+00 1.72585784e-01 6.89490681e-03
3.48000000e+02 6.00000000e+00 2.69519304e+00 5.72675368e-01 1.35437871e-03
3.49000000e+02 1.00000000e+00 1.08572971e+00 1.71385186e-01 4.99911757e-04
3.49000000e+02 2.00000000e+00 1.32744600e+00 1.51705243e-01 9.17114562e-04
3.49000000e+02 3.00000000e+00 1.98168508e+00 1.68028820e-01 2.42940550e-03
3.49000000e+02 4.00000000e+00 2.14494880e+00 1.52878784e-01 4.18919665e-03
3.49000000e+02 5.00000000e+00 2.24130795e+00 1.72266476e-01 5.79842197e-03
3.49000000e+02 6.00000000e+00 2.65919401e+00 6.28338046e-01 1.42453364e-03
3.50000000e+02 1.00000000e+00 1.17323299e+00 1.70306978e-01 6.29686219e-04
3.50000000e+02 2.00000000e+00 1.46568908e+00 1.50187359e-01 1.02056577e-03
3.50000000e+02 3.00000000e+00 1.90430277e+00 1.70128787e-01 2.79363605e-03
3.50000000e+02 4.00000000e+00 2.20407678e+00 1.76886271e-01 4.85590957e-03
3.50000000e+02 5.00000000e+00 2.21148464e+00 1.62557749e-01 5.20299769e-03
3.50000000e+02 6.00000000e+00 2.61896792e+00 6.77410396e-01 1.54076071e-03
3.51000000e+02 1.00000000e+00 1.25892554e+00 1.77084864e-01 7.78604065e-04
3.51000000e+02 2.00000000e+00 1.59700098e+00 1.53140060e-01 2.05341157e-03
3.51000000e+02 3.00000000e+00 1.82964856e+00 1.64567607e-01 4.13558857e-03
3.51000000e+02 4.00000000e+00 2.16291534e+00 1.77609167e-01 4.34266624e-03
3.51000000e+02 5.00000000e+00 2.27017492e+00 1.79117417e-01 6.86923304e-03
3.51000000e+02 6.00000000e+00 2.57320168e+00 7.15389458e-01 1.56434865e-03
3.52000000e+02 1.00000000e+00 1.34194994e+00 1.90184212e-01 9.46920731e-04
3.52000000e+02 2.00000000e+00 1.67426337e+00 1.56119981e-01 2.69790538e-03
3.52000000e+02 3.00000000e+00 1.80477182e+00 1.56357740e-01 3.06019299e-03
3.52000000e+02 4.00000000e+00 2.11382140e+00 1.81266801e-01 3.93313142e-03
3.52000000e+02 5.00000000e+00 2.32423641e+00 1.89709403e-01 9.05705224e-03
3.52000000e+02 6.00000000e+00 2.52128670e+00 6.84729840e-01 1.67320230e-03
3.53000000e+02 1.00000000e+00 1.42189847e+00 1.97330513e-01 1.25003343e-03
3.53000000e+02 2.00000000e+00 1.62274711e+00 1.43990140e-01 1.94477056e-03
3.53000000e+02 3.00000000e+00 1.90277083e+00 1.58273176e-01 2.98645489e-03
3.53000000e+02 4.00000000e+00 2.05841684e+00 1.89258089e-01 3.81968623e-03
3.53000000e+02 5.00000000e+00 2.37288066e+00 2.03144680e-01 1.16527127e-02
3.53000000e+02 6.00000000e+00 2.46307908e+00 5.58809066e-01 2.21334112e-03
3.54000000e+02 1.00000000e+00 1.49854029e+00 2.00709307e-01 1.28192285e-03
3.54000000e+02 2.00000000e+00 1.54133560e+00 1.27122792e-01 1.55812593e-03
3.54000000e+02 3.00000000e+00 1.99700145e+00 2.08260876e-01 2.45797037e-03
3.54000000e+02 4.00000000e+00 2.02208805e+00 1.77346471e-01 2.62261015e-03
3.54000000e+02 5.00000000e+00 2.39710385e+00 4.37143182e-01 1.57615224e-02
3.54000000e+02 6.00000000e+00 2.41940238e+00 2.58244454e-01 6.26312526e-03
3.55000000e+02 1.00000000e+00 1.45439592e+00 1.07764891e-01 1.18679715e-03
3.55000000e+02 2.00000000e+00 1.57126983e+00 1.97073848e-01 1.81832310e-03
3.55000000e+02 3.00000000e+00 1.93094828e+00 2.24773653e-01 2.87313941e-03
3.55000000e+02 4.00000000e+00 2.13319996e+00 1.89220129e-01 4.04683622e-03
3.55000000e+02 5.00000000e+00 2.32688357e+00 3.80109624e-01 9.12265464e-03
3.55000000e+02 6.00000000e+00 2.46419131e+00 2.68271287e-01 2.25122758e-03
3.56000000e+02 1.00000000e+00 1.36498296e+00 9.40521425e-02 1.00308458e-03
3.56000000e+02 2.00000000e+00 1.63727504e+00 1.84079684e-01 2.17231081e-03
3.56000000e+02 3.00000000e+00 1.86291049e+00 2.55615228e-01 3.61532437e-03
3.56000000e+02 4.00000000e+00 2.22588965e+00 1.79677407e-01 5.26153523e-03
3.56000000e+02 5.00000000e+00 2.24989999e+00 3.02941257e-01 6.06695060e-03
3.56000000e+02 6.00000000e+00 2.51691573e+00 3.24764951e-01 1.68997663e-03
3.57000000e+02 1.00000000e+00 1.27452372e+00 7.51580197e-02 8.12503700e-04
3.57000000e+02 2.00000000e+00 1.68033116e+00 1.94961417e-01 8.40587877e-04
3.57000000e+02 3.00000000e+00 1.80923872e+00 2.66905814e-01 3.49234702e-03
3.57000000e+02 4.00000000e+00 2.16626102e+00 2.50699451e-01 4.26470057e-03
3.57000000e+02 5.00000000e+00 2.29183189e+00 1.49348244e-01 8.84080747e-03
3.57000000e+02 6.00000000e+00 2.58451283e+00 4.10418052e-01 1.55554890e-03
3.58000000e+02 1.00000000e+00 1.18475100e+00 5.65921348e-02 6.51143383e-04
3.58000000e+02 2.00000000e+00 1.64968043e+00 2.46959313e-01 2.72234244e-03
3.58000000e+02 3.00000000e+00 1.82049591e+00 2.13804959e-01 5.56256100e-03
3.58000000e+02 4.00000000e+00 2.07739068e+00 1.98314328e-01 3.66506989e-03
3.58000000e+02 5.00000000e+00 2.32839153e+00 1.35813099e-01 9.01075131e-03
3.58000000e+02 6.00000000e+00 2.66769911e+00 5.15820206e-01 1.40333831e-03
3.59000000e+02 1.00000000e+00 1.09810512e+00 4.01198782e-02 5.17973525e-04
3.59000000e+02 2.00000000e+00 1.57125184e+00 2.77174922e-01 1.82658708e-03
3.59000000e+02 3.00000000e+00 1.87035732e+00 1.83047596e-01 3.38218053e-03
3.59000000e+02 4.00000000e+00 1.98385257e+00 1.58377455e-01 2.49485938e-03
3.59000000e+02 5.00000000e+00 2.34233785e+00 1.35559583e-01 8.08452418e-03
3.59000000e+02 6.00000000e+00 2.75942947e+00 6.32927416e-01 1.26440177e-03
3.60000000e+02 1.00000000e+00 1.01781183e+00 3.15956764e-02 4.13337291e-04
3.60000000e+02 2.00000000e+00 1.48067269e+00 2.86598647e-01 1.02546255e-03
3.60000000e+02 3.00000000e+00 1.88298756e+00 1.26205101e-01 2.71387476e-03
3.60000000e+02 4.00000000e+00 1.92698803e+00 1.68799163e-01 2.87789896e-03
3.60000000e+02 5.00000000e+00 2.34055409e+00 1.49276457e-01 7.91151308e-03
3.60000000e+02 6.00000000e+00 2.85249090e+00 8.11398527e-01 1.18679496e-03
3.61000000e+02 1.00000000e+00 7.67323620e-01 4.14708895e-02 8.58250170e-05
3.61000000e+02 2.00000000e+00 7.96190592e-01 6.79195561e-02 1.02564716e-04
3.61000000e+02 3.00000000e+00 1.89356722e+00 9.82289323e-02 2.67465931e-03
3.61000000e+02 4.00000000e+00 2.28600993e+00 1.52020505e-01 8.66181688e-03
3.61000000e+02 5.00000000e+00 2.31961662e+00 1.49395322e-01 9.06469969e-03
3.61000000e+02 6.00000000e+00 2.70334138e+00 4.55965164e-01 1.35539458e-03
3.62000000e+02 1.00000000e+00 8.21325153e-01 5.41934924e-02 1.18617526e-04
3.62000000e+02 2.00000000e+00 8.80591033e-01 8.72790748e-02 1.66381055e-04
3.62000000e+02 3.00000000e+00 1.97039791e+00 1.06641414e-01 2.31039337e-03
3.62000000e+02 4.00000000e+00 2.24367331e+00 1.56423288e-01 5.86984944e-03
3.62000000e+02 5.00000000e+00 2.31946672e+00 1.49266876e-01 9.40183035e-03
3.62000000e+02 6.00000000e+00 2.65332409e+00 3.75112065e-01 1.44925263e-03
3.63000000e+02 1.00000000e+00 8.87819018e-01 8.84517407e-02 1.74813558e-04
3.63000000e+02 2.00000000e+00 9.86426603e-01 1.09694107e-01 3.33961147e-04
3.63000000e+02 3.00000000e+00 2.04104389e+00 1.17024489e-01 2.67922083e-03
3.63000000e+02 4.00000000e+00 2.18221595e+00 1.62038837e-01 4.81247799e-03
3.63000000e+02 5.00000000e+00 2.31110852e+00 1.59593483e-01 9.07983341e-03
3.63000000e+02 6.00000000e+00 2.62133628e+00 3.40074748e-01 1.53697568e-03
3.64000000e+02 1.00000000e+00 9.62170432e-01 1.31131547e-01 2.80541364e-04
3.64000000e+02 2.00000000e+00 1.10804322e+00 1.17645675e-01 5.32211324e-04
3.64000000e+02 3.00000000e+00 2.07668617e+00 1.37639618e-01 2.98481053e-03
3.64000000e+02 4.00000000e+00 2.13741203e+00 1.56733425e-01 4.57849291e-03
3.64000000e+02 5.00000000e+00 2.29528850e+00 1.65725896e-01 8.87370347e-03
3.64000000e+02 6.00000000e+00 2.59850412e+00 3.40853702e-01 1.57452486e-03
3.65000000e+02 1.00000000e+00 1.04099474e+00 1.51596233e-01 4.42993590e-04
3.65000000e+02 2.00000000e+00 1.23996669e+00 1.23275529e-01 7.46710230e-04
3.65000000e+02 3.00000000e+00 2.00815971e+00 1.57182535e-01 2.36333413e-03
3.65000000e+02 4.00000000e+00 2.18461728e+00 1.56899170e-01 4.71281224e-03
3.65000000e+02 5.00000000e+00 2.27229445e+00 1.65603766e-01 7.11615779e-03
3.65000000e+02 6.00000000e+00 2.57729983e+00 3.84502991e-01 1.56460128e-03
3.66000000e+02 1.00000000e+00 1.12171074e+00 1.57168453e-01 5.51795293e-04
3.66000000e+02 2.00000000e+00 1.37751726e+00 1.22919586e-01 1.03117084e-03
3.66000000e+02 3.00000000e+00 1.92395114e+00 1.54618294e-01 2.61910793e-03
3.66000000e+02 4.00000000e+00 2.23739566e+00 1.66538432e-01 5.54306572e-03
3.66000000e+02 5.00000000e+00 2.24415297e+00 1.60667864e-01 6.00102474e-03
3.66000000e+02 6.00000000e+00 2.55328949e+00 4.44146373e-01 1.62746822e-03
3.67000000e+02 1.00000000e+00 1.20245072e+00 1.69359482e-01 6.78180905e-04
3.67000000e+02 2.00000000e+00 1.51586227e+00 1.22507433e-01 1.48358991e-03
3.67000000e+02 3.00000000e+00 1.84085179e+00 1.43205747e-01 3.27684032e-03
3.67000000e+02 4.00000000e+00 2.20491620e+00 1.69975524e-01 4.96617715e-03
3.67000000e+02 5.00000000e+00 2.28846223e+00 1.62646056e-01 8.54079943e-03
3.67000000e+02 6.00000000e+00 2.52424564e+00 4.89287060e-01 1.67675123e-03
3.68000000e+02 1.00000000e+00 1.28199453e+00 1.76806833e-01 8.23471921e-04
3.68000000e+02 2.00000000e+00 1.63905580e+00 1.26844799e-01 2.01586649e-03
3.68000000e+02 3.00000000e+00 1.77460975e+00 1.22142775e-01 1.51507349e-03
3.68000000e+02 4.00000000e+00 2.16125149e+00 1.73723911e-01 4.31816033e-03
3.68000000e+02 5.00000000e+00 2.32997743e+00 1.64521038e-01 8.79399314e-03
3.68000000e+02 6.00000000e+00 2.48916998e+00 5.28843103e-01 1.87203582e-03
3.69000000e+02 1.00000000e+00 1.35966465e+00 1.87902464e-01 9.87054931e-04
3.69000000e+02 2.00000000e+00 1.63989222e+00 1.21204335e-01 1.95535163e-03
3.69000000e+02 3.00000000e+00 1.83103660e+00 1.22057648e-01 4.04273564e-03
3.69000000e+02 4.00000000e+00 2.11110229e+00 1.82093640e-01 3.93279824e-03
3.69000000e+02 5.00000000e+00 2.36404579e+00 1.63621132e-01 8.15501620e-03
3.69000000e+02 6.00000000e+00 2.44770275e+00 5.55923082e-01 2.60820365e-03
3.70000000e+02 1.00000000e+00 1.43514328e+00 1.96006946e-01 1.34070113e-03
3.70000000e+02 2.00000000e+00 1.56564573e+00 9.63595367e-02 1.71621701e-03
3.70000000e+02 3.00000000e+00 1.96085553e+00 1.46726316e-01 2.39965687e-03
3.70000000e+02 4.00000000e+00 2.05483732e+00 1.92789295e-01 3.71837097e-03
3.70000000e+02 5.00000000e+00 2.39094013e+00 1.87411214e-01 1.09597636e-02
3.70000000e+02 6.00000000e+00 2.39995787e+00 5.17175395e-01 1.34130277e-02
3.71000000e+02 1.00000000e+00 1.48461195e+00 7.69142022e-02 1.06093932e-03
3.71000000e+02 2.00000000e+00 1.50819359e+00 2.00996945e-01 1.37526216e-03
3.71000000e+02 3.00000000e+00 1.99297525e+00 2.12441871e-01 2.51111919e-03
3.71000000e+02 4.00000000e+00 2.09302183e+00 1.63234924e-01 3.73395590e-03
3.71000000e+02 5.00000000e+00 2.34541372e+00 4.10379314e-01 7.06310022e-03
3.71000000e+02 6.00000000e+00 2.41267205e+00 1.64950902e-01 8.49098246e-03
3.72000000e+02 1.00000000e+00 1.40250792e+00 5.60871370e-02 1.12175557e-03
3.72000000e+02 2.00000000e+00 1.57800915e+00 1.98153605e-01 1.87639979e-03
3.72000000e+02 3.00000000e+00 1.92660429e+00 2.37464262e-01 2.87933358e-03
3.72000000e+02 4.00000000e+00 2.21626932e+00 1.88478676e-01 5.09693705e-03
3.72000000e+02 5.00000000e+00 2.28506259e+00 3.30980065e-01 8.59003918e-03
3.72000000e+02 6.00000000e+00 2.43304892e+00 1.87058542e-01 4.34586888e-03
3.73000000e+02 1.00000000e+00 1.32086856e+00 4.41848340e-02 9.05911127e-04
3.73000000e+02 2.00000000e+00 1.64144214e+00 1.84301901e-01 2.30634459e-03
3.73000000e+02 3.00000000e+00 1.85907015e+00 2.69553404e-01 3.70797058e-03
3.73000000e+02 4.00000000e+00 2.21740253e+00 2.80481306e-01 5.06410008e-03
3.73000000e+02 5.00000000e+00 2.31374669e+00 1.54190830e-01 9.29762152e-03
3.73000000e+02 6.00000000e+00 2.46881110e+00 2.58919116e-01 2.19044270e-03
3.74000000e+02 1.00000000e+00 1.24133075e+00 3.57962335e-02 7.50401814e-04
3.74000000e+02 2.00000000e+00 1.68102368e+00 1.98443410e-01 7.88352432e-04
3.74000000e+02 3.00000000e+00 1.80776974e+00 2.66881595e-01 3.23828389e-03
3.74000000e+02 4.00000000e+00 2.14474495e+00 2.34845976e-01 3.94915900e-03
3.74000000e+02 5.00000000e+00 2.35486316e+00 1.17195511e-01 7.86827112e-03
3.74000000e+02 6.00000000e+00 2.54745854e+00 3.71136010e-01 1.63111471e-03
3.75000000e+02 1.00000000e+00 1.16612493e+00 3.11588603e-02 6.21271999e-04
3.75000000e+02 2.00000000e+00 1.64801658e+00 2.51409148e-01 2.64556495e-03
3.75000000e+02 3.00000000e+00 1.82123340e+00 2.11017208e-01 5.52487434e-03
3.75000000e+02 4.00000000e+00 2.06652621e+00 1.90844065e-01 3.71300624e-03
3.75000000e+02 5.00000000e+00 2.35683280e+00 1.17902978e-01 7.64314801e-03
3.75000000e+02 6.00000000e+00 2.65209794e+00 4.78537589e-01 1.46778693e-03
3.76000000e+02 1.00000000e+00 8.28625088e-01 4.36891083e-02 1.23845433e-04
3.76000000e+02 2.00000000e+00 8.55087728e-01 6.64906880e-02 1.43994040e-04
3.76000000e+02 3.00000000e+00 2.03536883e+00 1.18326812e-01 2.67205832e-03
3.76000000e+02 4.00000000e+00 2.27982822e+00 1.58416343e-01 8.80885533e-03
3.76000000e+02 5.00000000e+00 2.32604416e+00 1.46276460e-01 9.05972676e-03
3.76000000e+02 6.00000000e+00 2.54286273e+00 2.59959030e-01 1.66765965e-03
3.77000000e+02 1.00000000e+00 8.77404244e-01 5.64229009e-02 1.65390955e-04
3.77000000e+02 2.00000000e+00 9.33924030e-01 8.70572053e-02 2.31011674e-04
3.77000000e+02 3.00000000e+00 2.09713198e+00 1.23620244e-01 3.27058845e-03
3.77000000e+02 4.00000000e+00 2.22030752e+00 1.59321418e-01 5.56584012e-03
3.77000000e+02 5.00000000e+00 2.32516277e+00 1.41803543e-01 9.10340824e-03
3.77000000e+02 6.00000000e+00 2.51147750e+00 2.14617605e-01 1.73661004e-03
3.78000000e+02 1.00000000e+00 9.37512540e-01 8.81445571e-02 2.36826272e-04
3.78000000e+02 2.00000000e+00 1.03536465e+00 1.00104409e-01 4.36501198e-04
3.78000000e+02 3.00000000e+00 2.11097038e+00 1.31914809e-01 3.10829304e-03
3.78000000e+02 4.00000000e+00 2.18216798e+00 1.49464767e-01 5.11791420e-03
3.78000000e+02 5.00000000e+00 2.31540454e+00 1.47548772e-01 9.01043218e-03
3.78000000e+02 6.00000000e+00 2.50086486e+00 2.05424860e-01 1.77663547e-03
3.79000000e+02 1.00000000e+00 1.00497773e+00 1.24751277e-01 3.98119952e-04
3.79000000e+02 2.00000000e+00 1.15377649e+00 1.01933786e-01 6.02237617e-04
3.79000000e+02 3.00000000e+00 2.02996658e+00 1.35624115e-01 2.51403138e-03
3.79000000e+02 4.00000000e+00 2.22597659e+00 1.62518913e-01 5.49183955e-03
3.79000000e+02 5.00000000e+00 2.29806457e+00 1.49937176e-01 9.03775333e-03
3.79000000e+02 6.00000000e+00 2.49533970e+00 2.21683777e-01 1.81636943e-03
3.80000000e+02 1.00000000e+00 1.07682888e+00 1.38035180e-01 4.88737201e-04
3.80000000e+02 2.00000000e+00 1.28366438e+00 1.05722997e-01 8.30126369e-04
3.80000000e+02 3.00000000e+00 1.93954631e+00 1.29128063e-01 2.64594482e-03
3.80000000e+02 4.00000000e+00 2.27004301e+00 1.59891785e-01 6.76738176e-03
3.80000000e+02 5.00000000e+00 2.27632365e+00 1.51809109e-01 7.74006869e-03
3.80000000e+02 6.00000000e+00 2.48751513e+00 2.59585857e-01 1.90947820e-03
3.81000000e+02 1.00000000e+00 1.15080855e+00 1.49601387e-01 5.95671437e-04
3.81000000e+02 2.00000000e+00 1.42023762e+00 9.77192331e-02 1.19664883e-03
3.81000000e+02 3.00000000e+00 1.85172225e+00 1.18049538e-01 2.90864403e-03
3.81000000e+02 4.00000000e+00 2.24186556e+00 1.54379595e-01 5.80724721e-03
3.81000000e+02 5.00000000e+00 2.31365675e+00 1.53956529e-01 9.07427910e-03
3.81000000e+02 6.00000000e+00 2.47454013e+00 3.15399706e-01 2.10092895e-03
3.82000000e+02 1.00000000e+00 1.22532485e+00 1.65694317e-01 7.19123699e-04
3.82000000e+02 2.00000000e+00 1.55747340e+00 9.80796014e-02 1.58353719e-03
3.82000000e+02 3.00000000e+00 1.77127606e+00 9.89863795e-02 1.36918027e-03
3.82000000e+02 4.00000000e+00 2.20383695e+00 1.58774011e-01 4.95749593e-03
3.82000000e+02 5.00000000e+00 2.34645699e+00 1.45390679e-01 7.81530922e-03
3.82000000e+02 6.00000000e+00 2.45540740e+00 3.65498412e-01 2.45437239e-03
3.83000000e+02 1.00000000e+00 1.29936448e+00 1.80555606e-01 8.57530052e-04
3.83000000e+02 2.00000000e+00 1.64628978e+00 9.63428263e-02 2.15508061e-03
3.83000000e+02 3.00000000e+00 1.74511621e+00 8.23140115e-02 1.17168324e-03
3.83000000e+02 4.00000000e+00 2.15927886e+00 1.69342275e-01 4.30169622e-03
3.83000000e+02 5.00000000e+00 2.37113887e+00 1.40456737e-01 1.05071673e-02
3.83000000e+02 6.00000000e+00 2.42990410e+00 4.03486120e-01 5.04565757e-03
3.84000000e+02 1.00000000e+00 1.37236383e+00 1.90865192e-01 1.01630207e-03
3.84000000e+02 2.00000000e+00 1.59142185e+00 6.93053525e-02 1.93595611e-03
3.84000000e+02 3.00000000e+00 1.86611226e+00 1.08232722e-01 2.88295720e-03
3.84000000e+02 4.00000000e+00 2.10851208e+00 1.79444297e-01 3.93729635e-03
3.84000000e+02 5.00000000e+00 2.38677002e+00 1.77555872e-01 9.11542372e-03
3.84000000e+02 6.00000000e+00 2.39893858e+00 3.92583316e-01 1.42068250e-02
3.85000000e+02 1.00000000e+00 1.44402012e+00 1.98439078e-01 1.38667373e-03
3.85000000e+02 2.00000000e+00 1.51844348e+00 4.86095246e-02 1.50649403e-03
3.85000000e+02 3.00000000e+00 2.00632798e+00 1.28882422e-01 2.41578921e-03
3.85000000e+02 4.00000000e+00 2.05207324e+00 1.94016907e-01 3.57367383e-03
3.85000000e+02 5.00000000e+00 2.35902128e+00 4.79814216e-01 7.56034604e-03
3.85000000e+02 6.00000000e+00 2.39713683e+00 1.18173557e-01 1.49545817e-02
3.86000000e+02 1.00000000e+00 1.44525226e+00 3.33243358e-02 1.36295828e-03
3.86000000e+02 2.00000000e+00 1.51401256e+00 2.02116565e-01 1.45572182e-03
3.86000000e+02 3.00000000e+00 1.98999231e+00 2.18664311e-01 2.53498743e-03
3.86000000e+02 4.00000000e+00 2.14655569e+00 1.72807675e-01 3.90042929e-03
3.86000000e+02 5.00000000e+00 2.31500881e+00 3.80189106e-01 9.24022420e-03
3.86000000e+02 6.00000000e+00 2.39792828e+00 1.12484547e-01 1.41107111e-02
3.87000000e+02 1.00000000e+00 1.37367393e+00 2.28898950e-02 1.02531122e-03
3.87000000e+02 2.00000000e+00 1.58140880e+00 1.98531660e-01 1.90730148e-03
3.87000000e+02 3.00000000e+00 1.92415499e+00 2.49366609e-01 2.88091664e-03
3.87000000e+02 4.00000000e+00 2.25967321e+00 3.47635039e-01 5.28786869e-03
3.87000000e+02 5.00000000e+00 2.28819242e+00 1.83418592e-01 9.73787399e-03
3.87000000e+02 6.00000000e+00 2.39186049e+00 1.16751779e-01 1.19157277e-02
3.88000000e+02 1.00000000e+00 1.30508152e+00 2.39295132e-02 8.73488930e-04
3.88000000e+02 2.00000000e+00 1.64283318e+00 1.84860652e-01 2.36249174e-03
3.88000000e+02 3.00000000e+00 1.85769710e+00 2.71566450e-01 3.74802837e-03
3.88000000e+02 4.00000000e+00 2.20678090e+00 2.68380005e-01 4.86419646e-03
3.88000000e+02 5.00000000e+00 2.37331236e+00 9.81257973e-02 1.19502322e-02
3.88000000e+02 6.00000000e+00 2.42235234e+00 2.78017181e-01 6.37670407e-03
3.89000000e+02 1.00000000e+00 8.81163636e-01 4.52849328e-02 1.69199438e-04
3.89000000e+02 2.00000000e+00 9.05941445e-01 6.70596361e-02 1.92573101e-04
3.89000000e+02 3.00000000e+00 2.14810861e+00 1.28800749e-01 3.43537701e-03
3.89000000e+02 4.00000000e+00 2.24832608e+00 1.38226935e-01 6.43622361e-03
3.89000000e+02 5.00000000e+00 2.33189610e+00 1.22284071e-01 8.76344442e-03
3.89000000e+02 6.00000000e+00 2.41268704e+00 1.36075342e-01 9.02063154e-03
3.90000000e+02 1.00000000e+00 9.24768382e-01 5.66912707e-02 2.21010423e-04
3.90000000e+02 2.00000000e+00 9.79549375e-01 8.55307611e-02 3.17939112e-04
3.90000000e+02 3.00000000e+00 2.13084059e+00 1.15351030e-01 3.29798437e-03
3.90000000e+02 4.00000000e+00 2.22586566e+00 1.51735398e-01 5.85187803e-03
